type,text,text_clean,target
spam,"How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam",touch folk wait company txt age opt enjoy community 150psmsspam,1
ham,"And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham",sorta blow couple time recently d text blue look weedham,0
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones,ham",send score sophas secondary application school think think apply research cost contact joke ogunrinde school expensive onesham,0
ham,"I cant wait to see you! How were the photos were useful? :),ham",wait photo useful ham,0
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam",ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmsg cc 08718720201 po box 11414 tcrw1spam,1
ham,"Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,ham",hey book kb sit lesson ah sat night free need meet confirm lodging ham,0
ham,"Chk in ur belovd ms dict,ham",chk ur belovd ms dictham,0
ham,"Is that what time you want me to come?,ham",time want comeham,0
ham,"Awesome, lemme know whenever you're around,ham",awesome lemme know aroundham,0
ham,"Shb b ok lor... Thanx...,ham",shb b ok lor thanxham,0
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"",ham",beautiful truth gravity read carefully heart feel light feel heavy leave good nightham,0
ham,"Also remember to get dobby's bowl from your car,ham",remember dobby bowl carham,0
spam,"Filthy stories and GIRLS waiting for your,spam",filthy story girl wait yourspam,1
ham,"Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,ham",sorry c ur msg yar lor poor thing 4 night tmr u'll brand new room 2 sleep inham,0
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical,ham",love decision feeling decide love life simple magicalham,0
ham,"Welp apparently he retired,ham",welp apparently retiredham,0
ham,"My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,ham",sort code   acc   bank natwest reply confirm send right personham,0
ham,"Where @,ham",ham,0
ham,"U sure u can't take any sick time?,ham",u sure u sick timeham,0
spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam",urgent try contact u todays draw win å800 prize guarantee 09050001808 land line claim m95 valid12hrs onlyspam,1
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?,ham",watch cartoon listen music amp eve temple amp church uham,0
ham,"Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,ham",yo chad gymnastic class wanna site christians class fullham,0
ham,"Are you this much buzy,ham",buzyham,0
ham,"Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,ham",catch let ask sell   ltgt   meham,0
ham,"I am not sure about night menu. . . I know only about noon menu,ham",sure night menu    know noon menuham,0
ham,"What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham",u want come backa beautiful necklace token heart youthat wife likingbe seeno thatdont mei wait till comeham,0
ham,"Are you willing to go for aptitude class.,ham",willing aptitude classham,0
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?,ham",b 215 try 2 sort house okham,0
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?,ham",yar lor wan 2 c horse racing today mah eat early lor eat chicken rice uham,0
ham,"Haha awesome, omw back now then,ham",haha awesome omw thenham,0
ham,"Yup i thk so until e shop closes lor.,ham",yup thk e shop close lorham,0
ham,"what is your account number?,ham",account numberham,0
ham,"Eh u send wrongly lar...,ham",eh u send wrongly larham,0
ham,"Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,ham",hey ad crap nite borin ya 2 boggy u bore biatch thanx u wait til nxt time il ave ya ham,0
ham,"Ok i shall talk to him,ham",ok shall talk himham,0
ham,"Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ham",hesitate know second time weakness like notebook eat day change day sure nothingham,0
ham,"Hey you can pay. With salary de. Only  &lt;#&gt; .,ham",hey pay salary de   ltgt ham,0
ham,"Another month. I need chocolate weed and alcohol.,ham",month need chocolate weed alcoholham,0
ham,"If he started searching he will get job in few days.he have great potential and talent.,ham",start search job dayshe great potential talentham,0
ham,"Reckon need to be in town by eightish to walk from * carpark.,ham",reckon need town eightish walk   carparkham,0
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.,spam",congrat 2 mobile 3 g videophone r 09063458130 videochat wid mate play java games dload polyph music noline rentlspam,1
ham,"LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,ham",look fuckin time fuck think upham,0
ham,"Yo guess what I just dropped,ham",yo guess droppedham,0
ham,"Carlos says he'll be at mu in  &lt;#&gt;  minutes,ham",carlos mu   ltgt   minutesham,0
ham,"I'm in office now . I will call you  &lt;#&gt;  min:),ham",office     ltgt   minham,0
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*,ham",geeee   miss know   think fuck wait till year   love kissham,0
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n,ham",yun ahthe ubi ì wan tomorrowcall 67441233 look ireneere bus822656166382 ubi cresubi tech park6ph 1st 5wkg daysìnham,0
ham,"Ugh. Gotta drive back to sd from la. My butt is sore.,ham",ugh drive sd la butt soreham,0
ham,"26th OF JULY,ham",26th julyham,0
ham,"Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,ham",hi m relaxing time 7 day party good night home tomorrow 5ishham,0
ham,"Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,ham",ì ìï wan come come lor din c stripe skirtham,0
ham,"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham",xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmasham,0
ham,"I can't, I don't have her number!,ham",numberham,0
ham,"Change again... It's e one next to escalator...,ham",change e escalatorham,0
ham,"Yetunde i'm in class can you not run water on it to make it ok. Pls now.,ham",yetunde class run water ok pls nowham,0
ham,"Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,ham",lot happen feel quiet beth aunt charlie work lot helen mo ham,0
ham,"Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,ham",ì wait 4 bus stop aft ur lect lar dun c ì car come n pick ìham,0
ham,"Aight will do, thanks again for comin out,ham",aight thank comin outham,0
ham,"No..but heard abt tat..,ham",nobut hear abt tatham,0
spam,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam",customer service representative freephone 0808 145 4742 9am11pm win guarantee å1000 cash å5000 prizespam,1
ham,"Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham",yeshe greatbhaji tell kallis good cricketer sachin worldvery tough outham,0
ham,"&lt;#&gt;  am I think? Should say on syllabus,ham",ltgt   think syllabusham,0
ham,"Umma. Did she say anything,ham",umma anythingham,0
ham,"Give me a sec to think think about it,ham",sec think think itham,0
spam,"Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam",panasonic   bluetoothhdset free nokia free motorola free   doublemin   doubletxt orange contract mobileupd8 08000839402 2optoutspam,1
ham,"I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,ham",know hold cud pick bout 730pm pubham,0
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .,ham",poyyarikaturkolathupalayamunjalur posterode dis ltgt ham,0
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala,ham",dear heroi leave qatar tonite apt opportunitypls touch   ltemailgt keralaham,0
ham,"Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,ham",lol mom fit tell family crazy terrible amham,0
ham,"I just got home babe, are you still awake ?,ham",home babe awake ham,0
ham,"I dunno they close oredi not... ÌÏ v ma fan...,ham",dunno close oredi ìï v ma fanham,0
ham,"Just buy a pizza. Meat lovers or supreme. U get to pick.,ham",buy pizza meat lover supreme u pickham,0
ham,"Ya, told..she was asking wats matter?,ham",ya toldshe ask wat matterham,0
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!,ham",dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakridham,0
spam,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam",free 1st week no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150ptone 16spam,1
ham,"Shall i send that exe to your mail id.,ham",shall send exe mail idham,0
ham,"Nope watching tv at home... Not going out. V bored...,ham",nope watch tv home v boredham,0
ham,"Don know..wait i will check it.,ham",don knowwait check itham,0
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen,ham",good afternoon glorious anniversary day sweet j   hope find happy content prey think send tease kiss sea coaxing image fond souvenier   cougarpenham,0
spam,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,spam",guess somebody know secretly fancy wanna find 09065394514 landline datebox1282essexcm61xn 150pmin 18spam,1
ham,"We still on for tonight?,ham",tonightham,0
ham,"May i call You later Pls,ham",later plsham,0
ham,"Hasn't that been the pattern recently crap weekends?,ham",pattern recently crap weekendsham,0
ham,"I have a sore throat. It's scratches when I talk,ham",sore throat scratch talkham,0
ham,"Yes da. Any plm at ur office,ham",yes da plm ur officeham,0
ham,"Are you not around or just still asleep? :V,ham",asleep vham,0
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe,ham",lol forgot eh   yes bring babeham,0
ham,"Its good, we'll find a way,ham",good find wayham,0
ham,"Can not use foreign stamps in this country. Good lecture .,ham",use foreign stamp country good lecture ham,0
ham,"Yup bathe liao...,ham",yup bathe liaoham,0
ham,"HAPPY NEW YEAR MY NO.1 MAN,ham",happy new year no1 manham,0
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!,ham",oh mr sheffield wanna play game okay boss nanny raise oneham,0
