type,text,target,text_clean,text_encoded
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062,spam",1,dear voucher holder claim week offer pc httpwwwetlpcoukexpressoffer tsc apply stop text txt stop 80062spam,"[74, 194, 1, 42, 37, 157, 1, 1, 614, 334, 30, 17, 23, 30, 1]"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago,ham",0,thank skype wit kz sura pleasure company hope good ultimatum oh countin aburo enjoy message send day agoham,"[66, 1, 514, 1, 1, 1, 464, 39, 8, 1, 58, 1, 1, 181, 71, 9, 21, 1]"
ham,"Surely result will offer:),ham",0,surely result offerham,"[1, 944, 1]"
ham,"Good Morning my Dear........... Have a great &amp; successful day.,ham",0,good morning dear great amp successful dayham,"[8, 109, 74, 46, 73, 1, 172]"
spam,"Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam",1,want 750 anytime network min 150 text new video phone pound week 08002888812 reply delivery tomorrowspam,"[14, 466, 553, 232, 116, 645, 17, 31, 246, 33, 267, 37, 1, 28, 406, 893]"
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks,ham",0,sir late pay rent past month pay   ltgt   charge feel inconsiderate nag great cost speak recession able pay charge month askin ahead month end help thanksham,"[325, 65, 152, 777, 1, 190, 152, 11, 217, 56, 1, 1, 46, 184, 160, 1, 294, 152, 217, 190, 1, 1, 190, 114, 141, 658]"
spam,"We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam",1,try contact offer new video phone 750 anytime network min half price rental camcorder 08000930705 reply delivery wedspam,"[43, 84, 157, 31, 246, 33, 466, 553, 232, 116, 185, 305, 648, 509, 674, 28, 406, 1]"
spam,"Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,spam",1,chance 2 claim ur å150 worth discount voucherstext yes 85023 nowsavamobmember offer mobile t cs 08717898035 å300 sub 16   remove txt x stopspam,"[175, 3, 42, 4, 347, 499, 705, 1, 72, 1, 1, 157, 27, 364, 780, 1, 1, 607, 240, 711, 23, 241, 649]"
ham,"I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,ham",0,luv u soo u donåõt understand special u r 2 ring u 2morrow luv u xxxham,"[199, 2, 1, 2, 1, 569, 158, 2, 24, 3, 393, 2, 1, 199, 2, 356]"
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.,ham",0,pls send comprehensive mail pay muchham,"[59, 9, 1, 342, 152, 860]"
ham,"Our Prashanthettan's mother passed away last night. pray for her and family.,ham",0,prashanthettan mother pass away night pray familyham,"[1, 1, 478, 316, 64, 820, 1]"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ,spam",1,urgent 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18 spam,"[104, 1, 228, 629, 7, 1, 159, 1, 89, 271, 299, 382, 399, 211, 212, 1, 1, 1, 645, 1, 227, 197]"
ham,"K.k:)when are you going?,ham",0,kkwhen goingham,"[1, 1]"
ham,"Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,ham",0,shit suite xavier decide   ltgt   second warn samantha come play jay guitar impress shit think doug realize live anymoreham,"[247, 1, 1, 286, 11, 407, 1, 1, 6, 146, 592, 1, 1, 247, 20, 1, 1, 133, 1]"
ham,"My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,ham",0,stomach trauma swear eat lose weightham,"[1, 1, 1, 136, 201, 1]"
ham,"I am in office:)whats the matter..msg me now.i will call you at break:).,ham",0,officewhat mattermsg nowi breakham,"[1, 1, 1, 1]"
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later,ham",0,yeah barely room x fucking shoe sorry man laterham,"[77, 1, 255, 241, 708, 1, 25, 137, 100]"
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X,spam",1,today offer claim ur å150 worth discount voucher text yes 85023 savamob member offer mobile t cs 08717898035 å300 sub 16   unsub reply xspam,"[41, 157, 42, 4, 347, 499, 705, 194, 17, 72, 1, 606, 779, 157, 27, 364, 780, 1, 1, 607, 240, 1, 28, 1]"
ham,"U reach orchard already? U wan 2 go buy tickets first?,ham",0,u reach orchard u wan 2 buy ticket firstham,"[2, 147, 754, 2, 126, 3, 91, 481, 1]"
ham,"I am real, baby! I want to bring out your inner tigress...,ham",0,real baby want bring inner tigressham,"[234, 259, 14, 169, 1, 1]"
ham,"No da if you run that it activate the full version da.,ham",0,da run activate version daham,"[52, 208, 1, 1, 278]"
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""",ham",0,ah poor babyhope urfeeling bettersn luv probthat overdose work hey careful spk 2 u sn lot lovejen xxxham,"[385, 793, 1, 1, 1, 199, 1, 1, 40, 47, 1, 1, 3, 2, 1, 149, 1, 356]"
ham,"Stop the story. I've told him i've returned it and he's saying i should not re order it.,ham",0,stop story tell return order itham,"[30, 601, 19, 521, 327, 119]"
spam,"Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,spam",1,talk sexy new friend fall love world discreet text dating service text vip 83110 meetspam,"[121, 326, 31, 57, 508, 15, 205, 1, 17, 1, 87, 17, 1, 1, 1]"
ham,"Going to take your babe out ?,ham",0,babe ham,"[85, 5]"
ham,"Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,ham",0,hai ana tomarrow come morning   ltdecimalgt   ill sathy ll rto office reply come homeham,"[1, 1, 1, 6, 109, 357, 94, 1, 1, 1, 416, 28, 6, 291]"
ham,"Spoons it is then okay?,ham",0,spoon okayham,"[1, 1]"
ham,"Did he just say somebody is named tampa,ham",0,somebody tampaham,"[700, 1]"
ham,"In work now. Going have in few min.,ham",0,work minham,"[40, 470]"
ham,"Your brother is a genius,ham",0,brother geniusham,"[405, 1]"
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you,ham",0,sorry guess hold connection maybe hour text youham,"[25, 178, 361, 1, 243, 182, 17, 81]"
ham,"Did u find out what time the bus is at coz i need to sort some stuff out.,ham",0,u find time bus coz need sort stuff outham,"[2, 62, 18, 284, 414, 22, 491, 174, 360]"
ham,"Dude ive been seeing a lotta corvettes lately,ham",0,dude ve lotta corvette latelyham,"[362, 585, 1, 1, 1]"
spam,"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,spam",1,congratulation ur award yrs supply cd virgin record mystery gift guarantee 09061104283 tsc wwwsmsconet å150pm approx 3minsspam,"[552, 4, 107, 1, 1, 639, 1, 1, 1, 279, 131, 1, 614, 1, 1, 1, 1]"
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter,ham",0,consider wall bunker shit important play peaceful guess place high matterham,"[1, 1, 1, 247, 339, 146, 1, 178, 122, 1, 1]"
spam,"PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam",1,private 2003 account statement 07808 xxxxxx 800 unredeeme s m point 08719899217 identifier code 41685 expire 071104spam,"[409, 608, 165, 429, 1, 1, 609, 714, 44, 51, 262, 1, 715, 253, 1, 500, 1]"
spam,"Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,spam",1,hello need posh bird chap user trial prod champney need address dob asap ta rspam,"[140, 22, 1, 1, 1, 869, 1, 1, 1, 22, 482, 1, 1, 1, 1]"
spam,"What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam",1,u want xma 100 free text message   new video phone half price line rental free 0800 0721072 find morespam,"[2, 14, 1, 453, 12, 17, 71, 31, 246, 33, 185, 305, 148, 648, 12, 577, 1, 62, 1]"
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!,ham",0,officially philosophical hole u wanna home ready savedham,"[1, 1, 1, 2, 191, 32, 237, 1]"
ham,"Its going good...no problem..but still need little experience to understand american customer voice...,ham",0,goodno problembut need little experience understand american customer voiceham,"[1, 1, 22, 257, 1, 569, 1, 120, 1]"
ham,"I'll text you when I drop x off,ham",0,text drop x offham,"[17, 346, 241, 1]"
ham,"Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham",0,ugh long day exhaust want cuddle napham,"[718, 144, 21, 1, 14, 1, 1]"
ham,"Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,ham",0,talk atleast day miss good friend world shakespeare shesil   ltgtham,"[121, 1, 21, 35, 8, 57, 205, 1, 1, 628]"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary,spam",1,shop till u drop 10k 5k å500 cash å100 travel voucher 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile varyspam,"[222, 319, 2, 346, 1, 1, 418, 89, 366, 1, 194, 1, 794, 211, 212, 1, 1, 184, 471, 27, 1]"
ham,"Are you in castor? You need to see something,ham",0,castor need somethingham,"[1, 22, 679]"
spam,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam",1,sunshine quiz wkly q win sony dvd player u know country liverpool play mid week txt ansr 82277 å150 sptyronespam,"[908, 545, 536, 1, 26, 818, 909, 410, 2, 10, 1, 1, 146, 870, 37, 23, 1, 1, 347, 1]"
spam,"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam",1,u secret admirer look 2 contact ufind rreveal think ur specialcall 09058094565spam,"[2, 490, 761, 93, 3, 84, 924, 925, 20, 4, 926, 1]"
spam,"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam",1,u secret admirer look 2 contact ufind rreveal think ur specialcall 09065171142stopsms08spam,"[2, 490, 761, 93, 3, 84, 924, 925, 20, 4, 926, 1]"
spam,"Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam",1,reminder download content pay goto httpdoit mymoby tv collect contentspam,"[1, 428, 460, 152, 912, 1, 1, 293, 235, 1]"
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.,ham",0,know break time woul lead want miss curfew gibe ' til midnight movie til 2 need come home need getsleep need b studdye ear trainingham,"[10, 358, 18, 1, 1, 14, 35, 1, 1, 88, 309, 1, 300, 309, 3, 22, 6, 32, 22, 1, 22, 106, 1, 1, 1]"
ham,"I love to give massages. I use lots of baby oil... What is your fave position?,ham",0,love massage use lot baby oil fave positionham,"[15, 1, 151, 149, 259, 1, 1, 1]"
ham,"Dude we should go sup again,ham",0,dude sup againham,"[362, 1, 473]"
ham,"Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,ham",0,yoyyooo u know change permission drive mac usb flash driveham,"[1, 2, 10, 225, 1, 193, 1, 1, 1, 1]"
ham,"Gibbs unsold.mike hussey,ham",0,gibbs unsoldmike husseyham,"[1, 1, 1]"
ham,"I like to talk pa but am not able to. I dont know y.,ham",0,like talk pa able know yham,"[13, 121, 375, 294, 10, 1]"
ham,"Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham",0,y dun cut short leh u dun like ah fail sadham,"[153, 123, 479, 677, 377, 2, 123, 13, 385, 1, 1]"
ham,"You unbelievable faglord,ham",0,unbelievable faglordham,"[1, 1]"
ham,"Wife.how she knew the time of murder exactly,ham",0,wifehow know time murder exactlyham,"[1, 10, 18, 616, 1]"
ham,"Why do you ask princess?,ham",0,ask princessham,"[34, 1]"
ham,"I am great princess! What are you thinking about me? :),ham",0,great princess think ham,"[46, 298, 20, 5]"
ham,"Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham",0,nutter cutter ctter cttergg cttargg ctargg ctagg ie youham,"[1, 1, 1, 1, 1, 1, 1, 1, 81]"
ham,"It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham",0,ok noe u're busy bored msg u oso dunno wat colour choose 4 oneham,"[16, 390, 1, 522, 441, 70, 2, 389, 260, 61, 348, 380, 7, 751]"
ham,"Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,ham",0,g class early tomorrow try smoke   ltgtham,"[229, 224, 173, 124, 43, 338, 628]"
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"",ham",0,superb thought grateful u u want mean u opportunity happy tomorrow u todayham,"[1, 719, 1, 2, 2, 14, 115, 2, 1, 54, 124, 2, 223]"
ham,"Hope you are having a good week. Just checking in,ham",0,hope good week check inham,"[39, 8, 37, 127, 752]"
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.,ham",0,hope agent drop book thing year boston nyc experimentham,"[39, 1, 346, 202, 55, 95, 1, 1, 1]"
ham,"Thursday night? Yeah, sure thing, we'll work it out then,ham",0,thursday night yeah sure thing work thenham,"[1, 64, 77, 98, 55, 40, 314]"
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"",spam",1,free ringtone wait collect simply text password mix 85069 verify usher britney fml po box 5249 mk17 92h 450ppw 16spam,"[12, 242, 45, 235, 1, 17, 1, 1, 1, 1, 1, 1, 1, 211, 212, 1, 1, 1, 1, 369]"
ham,"Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,ham",0,probably money worry thing come outstanding invoice work month agoham,"[231, 128, 306, 55, 6, 1, 1, 40, 190, 1]"
ham,"How is it possible to teach you. And where.,ham",0,possible teach whereham,"[1, 638, 1]"
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe,ham",0,wonder phone battery dead   tell love babeham,"[333, 33, 1, 918, 19, 15, 898]"
ham,"Lovely smell on this bus and it ain't tobacco... ,ham",0,lovely smell bus tobacco ham,"[532, 1, 284, 1, 5]"
ham,"We're all getting worried over here, derek and taylor have already assumed the worst,ham",0,worried derek taylor assume worstham,"[808, 1, 1, 1, 1]"
ham,"Hey what's up charles sorry about the late reply.,ham",0,hey charle sorry late replyham,"[47, 1, 25, 65, 582]"
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468,spam",1,stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468spam,"[1, 1, 1, 1, 1, 1, 26, 1, 248, 828, 994, 1, 736, 1, 17, 736, 1]"
ham,"I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ham",0,ill plus grinule greet speakham,"[94, 317, 1, 1, 1]"
ham,"WHITE FUDGE OREOS ARE IN STORES,ham",0,white fudge oreo storesham,"[1, 1, 1, 1]"
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min),spam",1,january male sale hot gay chat cheap 08709222922 national rate 15pmin cheap 78pmin peak stop text 08712460324 10pminspam,"[1, 1, 1, 341, 964, 125, 558, 1, 622, 275, 1, 558, 1, 1, 30, 17, 1, 1]"
ham,"My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,ham",0,love   come long leave zaher word ym happy sad leave miss youham,"[15, 6, 144, 53, 1, 135, 1, 54, 421, 53, 35, 81]"
ham,"I am sorry it hurt you.,ham",0,sorry hurt youham,"[25, 244, 81]"
